Flow Duration,Total Backward Packets,Label
51,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
0,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
0,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
52,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
48,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
2,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
45,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
45,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
44,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
4,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
51,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
2,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
0,0,Portmap
51,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
51,0,Portmap
1,0,Portmap
1,0,Portmap
51,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
2,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
52,0,Portmap
1,0,Portmap
2,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
51,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
51,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
4,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
47,0,Portmap
0,0,Portmap
1,0,Portmap
50,0,Portmap
2,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
50,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
52,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
46,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
2,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
51,0,Portmap
2,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
47,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
2,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
48,0,Portmap
1,0,Portmap
1,0,Portmap
49,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
2,0,Portmap
47,0,Portmap
1,0,Portmap
48,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
45,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
0,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
1,0,Portmap
